document_name,author,words
Pierre; or The Ambiguities,Herman Melville,"['Now', 'thank', 'God', 'thought', 'Pierre', 'the', 'night', 'is', 'past', 'the', 'night', 'of', 'Chaos', 'and', 'of', 'Doom', 'the', 'day', 'only', 'and', 'the', 'skirt', 'of', 'evening', 'now', 'remain']"
Pierre; or The Ambiguities,Herman Melville,"['May', 'heaven', 'new', 'string', 'my', 'soul', 'and', 'confirm', 'me', 'in', 'the', 'Christ', 'like', 'feeling', 'I', 'first', 'felt']"
Pierre; or The Ambiguities,Herman Melville,"['May', 'I', 'in', 'all', 'my', 'least', 'shapeful', 'thoughts', 'still', 'square', 'myself', 'by', 'the', 'inflexible', 'rule', 'of', 'holy', 'right']"
Pierre; or The Ambiguities,Herman Melville,"['Let', 'no', 'unmanly', 'mean', 'temptation', 'cross', 'my', 'path', 'this', 'day', 'let', 'no', 'base', 'stone', 'lie', 'in', 'it']"
Pierre; or The Ambiguities,Herman Melville,"['This', 'day', 'I', 'will', 'forsake', 'the', 'censuses', 'of', 'men', 'and', 'seek', 'the', 'suffrages', 'of', 'the', 'god', 'like', 'population', 'of', 'the', 'trees', 'which', 'now', 'seem', 'to', 'me', 'a', 'nobler', 'race', 'than', 'man']"
Pierre; or The Ambiguities,Herman Melville,"['Their', 'high', 'foliage', 'shall', 'drop', 'heavenliness', 'upon', 'me', 'my', 'feet', 'in', 'contact', 'with', 'their', 'mighty', 'roots', 'immortal', 'vigor', 'shall', 'so', 'steal', 'into', 'me']"
Pierre; or The Ambiguities,Herman Melville,"['Guide', 'me', 'gird', 'me', 'guard', 'me', 'this', 'day', 'ye', 'sovereign', 'powers']"
Pierre; or The Ambiguities,Herman Melville,"['Bind', 'me', 'in', 'bonds', 'I', 'can', 'not', 'break', 'remove', 'all', 'sinister', 'allurings', 'from', 'me', 'eternally', 'this', 'day', 'deface', 'in', 'me', 'the', 'detested', 'and', 'distorted', 'images', 'of', 'all', 'the', 'convenient', 'lies', 'and', 'duty', 'subterfuges', 'of', 'the', 'diving', 'and', 'ducking', 'moralities', 'of', 'this', 'earth']"
Pierre; or The Ambiguities,Herman Melville,"['Fill', 'me', 'with', 'consuming', 'fire', 'for', 'them', 'to', 'my', ""life's"", 'muzzle', 'cram', 'me', 'with', 'your', 'own', 'intent']"
Pierre; or The Ambiguities,Herman Melville,"['Let', 'no', 'world', 'syren', 'come', 'to', 'sing', 'to', 'me', 'this', 'day', 'and', 'wheedle', 'from', 'me', 'my', 'undauntedness']"
Pierre; or The Ambiguities,Herman Melville,"['I', 'cast', 'my', 'eternal', 'die', 'this', 'day', 'ye', 'powers']"
Pierre; or The Ambiguities,Herman Melville,"['On', 'my', 'strong', 'faith', 'in', 'ye', 'Invisibles', 'I', 'stake', 'three', 'whole', 'felicities', 'and', 'three', 'whole', 'lives', 'this', 'day']"
Pierre; or The Ambiguities,Herman Melville,"['If', 'ye', 'forsake', 'me', 'now', 'farewell', 'to', 'Faith', 'farewell', 'to', 'Truth', 'farewell', 'to', 'God', 'exiled', 'for', 'aye', 'from', 'God', 'and', 'man', 'I', 'shall', 'declare', 'myself', 'an', 'equal', 'power', 'with', 'both', 'free', 'to', 'make', 'war', 'on', 'Night', 'and', 'Day', 'and', 'all', 'thoughts', 'and', 'things', 'of', 'mind', 'and', 'matter', 'which', 'the', 'upper', 'and', 'the', 'nether', 'firmaments', 'do', 'clasp']"
Pierre; or The Ambiguities,Herman Melville,['VII']
Pierre; or The Ambiguities,Herman Melville,"['But', 'Pierre', 'though', 'charged', 'with', 'the', 'fire', 'of', 'all', 'divineness', 'his', 'containing', 'thing', 'was', 'made', 'of', 'clay']"
Pierre; or The Ambiguities,Herman Melville,"['Ah', 'muskets', 'the', 'gods', 'have', 'made', 'to', 'carry', 'infinite', 'combustions', 'and', 'yet', 'made', 'them', 'of', 'clay']"
Pierre; or The Ambiguities,Herman Melville,"['Save', 'me', 'from', 'being', 'bound', 'to', 'Truth', 'liege', 'lord', 'as', 'I', 'am', 'now']"
Pierre; or The Ambiguities,Herman Melville,"['How', 'shall', 'I', 'steal', 'yet', 'further', 'into', 'Pierre', 'and', 'show', 'how', 'this', 'heavenly', 'fire', 'was', 'helped', 'to', 'be', 'contained', 'in', 'him', 'by', 'mere', 'contingent', 'things', 'and', 'things', 'that', 'he', 'knew', 'not']"
Pierre; or The Ambiguities,Herman Melville,"['But', 'I', 'shall', 'follow', 'the', 'endless', 'winding', 'way', 'the', 'flowing', 'river', 'in', 'the', 'cave', 'of', 'man', 'careless', 'whither', 'I', 'be', 'led', 'reckless', 'where', 'I', 'land']"
Pierre; or The Ambiguities,Herman Melville,"['Was', 'not', 'the', 'face', 'though', 'mutely', 'mournful', 'beautiful', 'bewitchingly']"
Pierre; or The Ambiguities,Herman Melville,"['How', 'unfathomable', 'those', 'most', 'wondrous', 'eyes', 'of', 'supernatural', 'light']"
Pierre; or The Ambiguities,Herman Melville,"['In', 'those', 'charmed', 'depths', 'Grief', 'and', 'Beauty', 'plunged', 'and', 'dived', 'together']"
Pierre; or The Ambiguities,Herman Melville,"['So', 'beautiful', 'so', 'mystical', 'so', 'bewilderingly', 'alluring', 'speaking', 'of', 'a', 'mournfulness', 'infinitely', 'sweeter', 'and', 'more', 'attractive', 'than', 'all', 'mirthfulness', 'that', 'face', 'of', 'glorious', 'suffering', 'that', 'face', 'of', 'touching', 'loveliness', 'that', 'face', 'was', ""Pierre's"", 'own', ""sister's"", 'that', 'face', 'was', ""Isabel's"", 'that', 'face', 'Pierre', 'had', 'visibly', 'seen', 'into', 'those', 'same', 'supernatural', 'eyes', 'our', 'Pierre', 'had', 'looked']"
Pierre; or The Ambiguities,Herman Melville,"['Thus', 'already', 'and', 'ere', 'the', 'proposed', 'encounter', 'he', 'was', 'assured', 'that', 'in', 'a', 'transcendent', 'degree', 'womanly', 'beauty', 'and', 'not', 'womanly', 'ugliness', 'invited', 'him', 'to', 'champion', 'the', 'right']"
Pierre; or The Ambiguities,Herman Melville,"['Be', 'naught', 'concealed', 'in', 'this', 'book', 'of', 'sacred', 'truth']"
Pierre; or The Ambiguities,Herman Melville,"['How', 'if', 'accosted', 'in', 'some', 'squalid', 'lane', 'a', 'humped', 'and', 'crippled', 'hideous', 'girl', 'should', 'have', 'snatched', 'his', ""garment's"", 'hem', 'with', 'Save', 'me', 'Pierre', 'love', 'me', 'own', 'me', 'brother', 'I', 'am', 'thy', 'sister', 'Ah', 'if', 'man', 'were', 'wholly', 'made', 'in', 'heaven', 'why', 'catch', 'we', 'hell', 'glimpses']"
Pierre; or The Ambiguities,Herman Melville,"['Why', 'in', 'the', 'noblest', 'marble', 'pillar', 'that', 'stands', 'beneath', 'the', 'all', 'comprising', 'vault', 'ever', 'should', 'we', 'descry', 'the', 'sinister', 'vein']"
Pierre; or The Ambiguities,Herman Melville,"['We', 'lie', 'in', 'nature', 'very', 'close', 'to', 'God', 'and', 'though', 'further', 'on', 'the', 'stream', 'may', 'be', 'corrupted', 'by', 'the', 'banks', 'it', 'flows', 'through', 'yet', 'at', 'the', ""fountain's"", 'rim', 'where', 'mankind', 'stand', 'there', 'the', 'stream', 'infallibly', 'bespeaks', 'the', 'fountain']"
Pierre; or The Ambiguities,Herman Melville,"['So', 'let', 'no', 'censorious', 'word', 'be', 'here', 'hinted', 'of', 'mortal', 'Pierre']"
Pierre; or The Ambiguities,Herman Melville,"['Easy', 'for', 'me', 'to', 'slyly', 'hide', 'these', 'things', 'and', 'always', 'put', 'him', 'before', 'the', 'eye', 'as', 'perfect', 'as', 'immaculate', 'unsusceptible', 'to', 'the', 'inevitable', 'nature', 'and', 'the', 'lot', 'of', 'common', 'men']"
Pierre; or The Ambiguities,Herman Melville,"['I', 'am', 'more', 'frank', 'with', 'Pierre', 'than', 'the', 'best', 'men', 'are', 'with', 'themselves']"
Pierre; or The Ambiguities,Herman Melville,"['I', 'am', 'all', 'unguarded', 'and', 'magnanimous', 'with', 'Pierre', 'therefore', 'you', 'see', 'his', 'weakness', 'and', 'therefore', 'only']"
Pierre; or The Ambiguities,Herman Melville,"['In', 'reserves', 'men', 'build', 'imposing', 'characters', 'not', 'in', 'revelations']"
Pierre; or The Ambiguities,Herman Melville,"['He', 'who', 'shall', 'be', 'wholly', 'honest', 'though', 'nobler', 'than', 'Ethan', 'Allen', 'that', 'man', 'shall', 'stand', 'in', 'danger', 'of', 'the', 'meanest', ""mortal's"", 'scorn']"
Pierre; or The Ambiguities,Herman Melville,"['BOOK', 'VI']"
Pierre; or The Ambiguities,Herman Melville,"['ISABEL', 'AND', 'THE', 'FIRST', 'PART', 'OF', 'THE', 'STORY', 'OF', 'ISABEL']"
Pierre; or The Ambiguities,Herman Melville,['I']
Pierre; or The Ambiguities,Herman Melville,"['Half', 'wishful', 'that', 'the', 'hour', 'would', 'come', 'half', 'shuddering', 'that', 'every', 'moment', 'it', 'still', 'came', 'nearer', 'and', 'more', 'near', 'to', 'him', 'dry', 'eyed', 'but', 'wet', 'with', 'that', 'dark', ""day's"", 'rain', 'at', 'fall', 'of', 'eve', 'Pierre', 'emerged', 'from', 'long', 'wanderings', 'in', 'the', 'primeval', 'woods', 'of', 'Saddle', 'Meadows', 'and', 'for', 'one', 'instant', 'stood', 'motionless', 'upon', 'their', 'sloping', 'skirt']"
Pierre; or The Ambiguities,Herman Melville,"['Where', 'he', 'stood', 'was', 'in', 'the', 'rude', 'wood', 'road', 'only', 'used', 'by', 'sledges', 'in', 'the', 'time', 'of', 'snow', 'just', 'where', 'the', 'out', 'posted', 'trees', 'formed', 'a', 'narrow', 'arch', 'and', 'fancied', 'gateway', 'leading', 'upon', 'the', 'far', 'wide', 'pastures', 'sweeping', 'down', 'toward', 'the', 'lake']"
Pierre; or The Ambiguities,Herman Melville,"['In', 'that', 'wet', 'and', 'misty', 'eve', 'the', 'scattered', 'shivering', 'pasture', 'elms', 'seemed', 'standing', 'in', 'a', 'world', 'inhospitable', 'yet', 'rooted', 'by', 'inscrutable', 'sense', 'of', 'duty', 'to', 'their', 'place']"
Pierre; or The Ambiguities,Herman Melville,"['Beyond', 'the', 'lake', 'lay', 'in', 'one', 'sheet', 'of', 'blankness', 'and', 'of', 'dumbness', 'unstirred', 'by', 'breeze', 'or', 'breath', 'fast', 'bound', 'there', 'it', 'lay', 'with', 'not', 'life', 'enough', 'to', 'reflect', 'the', 'smallest', 'shrub', 'or', 'twig']"
Pierre; or The Ambiguities,Herman Melville,"['Yet', 'in', 'that', 'lake', 'was', 'seen', 'the', 'duplicate', 'stirless', 'sky', 'above']"
Pierre; or The Ambiguities,Herman Melville,"['Only', 'in', 'sunshine', 'did', 'that', 'lake', 'catch', 'gay', 'green', 'images', 'and', 'these', 'but', 'displaced', 'the', 'imaged', 'muteness', 'of', 'the', 'unfeatured', 'heavens']"
Pierre; or The Ambiguities,Herman Melville,"['On', 'both', 'sides', 'in', 'the', 'remoter', 'distance', 'and', 'also', 'far', 'beyond', 'the', 'mild', ""lake's"", 'further', 'shore', 'rose', 'the', 'long', 'mysterious', 'mountain', 'masses', 'shaggy', 'with', 'pines', 'and', 'hemlocks', 'mystical', 'with', 'nameless', 'vapory', 'exhalations', 'and', 'in', 'that', 'dim', 'air', 'black', 'with', 'dread', 'and', 'gloom']"
Pierre; or The Ambiguities,Herman Melville,"['At', 'their', 'base', 'profoundest', 'forests', 'lay', 'entranced', 'and', 'from', 'their', 'far', 'owl', 'haunted', 'depths', 'of', 'caves', 'and', 'rotted', 'leaves', 'and', 'unused', 'and', 'unregarded', 'inland', 'overgrowth', 'of', 'decaying', 'wood', 'for', 'smallest', 'sticks', 'of', 'which', 'in', 'other', 'climes', 'many', 'a', 'pauper', 'was', 'that', 'moment', 'perishing', 'from', 'out', 'the', 'infinite', 'inhumanities', 'of', 'those', 'profoundest', 'forests', 'came', 'a', 'moaning', 'muttering', 'roaring', 'intermitted', 'changeful', 'sound', 'rain', 'shakings', 'of', 'the', 'palsied', 'trees', 'slidings', 'of', 'rocks', 'undermined', 'final', 'crashings', 'of', 'long', 'riven', 'boughs', 'and', 'devilish', 'gibberish', 'of', 'the', 'forest', 'ghosts']"
Pierre; or The Ambiguities,Herman Melville,"['But', 'more', 'near', 'on', 'the', 'mild', ""lake's"", 'hither', 'shore', 'where', 'it', 'formed', 'a', 'long', 'semi', 'circular', 'and', 'scooped', 'acclivity', 'of', 'corn', 'fields', 'there', 'the', 'small', 'and', 'low', 'red', 'farm', 'house', 'lay', 'its', 'ancient', 'roof', 'a', 'bed', 'of', 'brightest', 'mosses', 'its', 'north', 'front', 'from', 'the', 'north', 'the', 'moss', 'wind', 'blows', 'also', 'moss', 'incrusted', 'like', 'the', 'north', 'side', 'of', 'any', 'vast', 'trunked', 'maple', 'in', 'the', 'groves']"
Pierre; or The Ambiguities,Herman Melville,"['At', 'one', 'gabled', 'end', 'a', 'tangled', 'arbor', 'claimed', 'support', 'and', 'paid', 'for', 'it', 'by', 'generous', 'gratuities', 'of', 'broad', 'flung', 'verdure', 'one', 'viny', 'shaft', 'of', 'which', 'pointed', 'itself', 'upright', 'against', 'the', 'chimney', 'bricks', 'as', 'if', 'a', 'waving', 'lightning', 'rod']"
Pierre; or The Ambiguities,Herman Melville,"['Against', 'the', 'other', 'gable', 'you', 'saw', 'the', 'lowly', 'dairy', 'shed', 'its', 'sides', 'close', 'netted', 'with', 'traced', 'Madeira', 'vines', 'and', 'had', 'you', 'been', 'close', 'enough', 'peeping', 'through', 'that', 'imprisoning', 'tracery', 'and', 'through', 'the', 'light', 'slats', 'barring', 'the', 'little', 'embrasure', 'of', 'a', 'window', 'you', 'might', 'have', 'seen', 'the', 'gentle', 'and', 'contented', 'captives', 'the', 'pans', 'of', 'milk', 'and', 'the', 'snow', 'white', 'Dutch', 'cheeses', 'in', 'a', 'row', 'and', 'the', 'molds', 'of', 'golden', 'butter', 'and', 'the', 'jars', 'of', 'lily', 'cream']"
Pierre; or The Ambiguities,Herman Melville,"['In', 'front', 'three', 'straight', 'gigantic', 'lindens', 'stood', 'guardians', 'of', 'this', 'verdant', 'spot']"
Pierre; or The Ambiguities,Herman Melville,"['A', 'long', 'way', 'up', 'almost', 'to', 'the', 'ridge', 'pole', 'of', 'the', 'house', 'they', 'showed', 'little', 'foliage', 'but', 'then', 'suddenly', 'as', 'three', 'huge', 'green', 'balloons', 'they', 'poised', 'their', 'three', 'vast', 'inverted', 'rounded', 'cones', 'of', 'verdure', 'in', 'the', 'air']"
Pierre; or The Ambiguities,Herman Melville,"['Soon', 'as', ""Pierre's"", 'eye', 'rested', 'on', 'the', 'place', 'a', 'tremor', 'shook', 'him']"
Pierre; or The Ambiguities,Herman Melville,"['Not', 'alone', 'because', 'of', 'Isabel', 'as', 'there', 'a', 'harborer', 'now', 'but', 'because', 'of', 'two', 'dependent', 'and', 'most', 'strange', 'coincidences', 'which', 'that', ""day's"", 'experience', 'had', 'brought', 'to', 'him']"
Pierre; or The Ambiguities,Herman Melville,"['He', 'had', 'gone', 'to', 'breakfast', 'with', 'his', 'mother', 'his', 'heart', 'charged', 'to', 'overflowing', 'with', 'presentiments', 'of', 'what', 'would', 'probably', 'be', 'her', 'haughty', 'disposition', 'concerning', 'such', 'a', 'being', 'as', 'Isabel', 'claiming', 'her', 'maternal', 'love', 'and', 'lo']"
Pierre; or The Ambiguities,Herman Melville,"['the', 'Reverend', 'Mr']"
Pierre; or The Ambiguities,Herman Melville,"['Falsgrave', 'enters', 'and', 'Ned', 'and', 'Delly', 'are', 'discussed', 'and', 'that', 'whole', 'sympathetic', 'matter', 'which', 'Pierre', 'had', 'despaired', 'of', 'bringing', 'before', 'his', 'mother', 'in', 'all', 'its', 'ethic', 'bearings', 'so', 'as', 'absolutely', 'to', 'learn', 'her', 'thoughts', 'upon', 'it', 'and', 'thereby', 'test', 'his', 'own', 'conjectures', 'all', 'that', 'matter', 'had', 'been', 'fully', 'talked', 'about', 'so', 'that', 'through', 'that', 'strange', 'coincidence', 'he', 'now', 'perfectly', 'knew', 'his', ""mother's"", 'mind', 'and', 'had', 'received', 'forewarnings', 'as', 'if', 'from', 'heaven', 'not', 'to', 'make', 'any', 'present', 'disclosure', 'to', 'her']"
Pierre; or The Ambiguities,Herman Melville,"['That', 'was', 'in', 'the', 'morning', 'and', 'now', 'at', 'eve', 'catching', 'a', 'glimpse', 'of', 'the', 'house', 'where', 'Isabel', 'was', 'harboring', 'at', 'once', 'he', 'recognized', 'it', 'as', 'the', 'rented', 'farm', 'house', 'of', 'old', 'Walter', 'Ulver', 'father', 'to', 'the', 'self', 'same', 'Delly', 'forever', 'ruined', 'through', 'the', 'cruel', 'arts', 'of', 'Ned']"
Pierre; or The Ambiguities,Herman Melville,"['Strangest', 'feelings', 'almost', 'supernatural', 'now', 'stole', 'into', 'Pierre']"
Pierre; or The Ambiguities,Herman Melville,"['With', 'little', 'power', 'to', 'touch', 'with', 'awe', 'the', 'souls', 'of', 'less', 'susceptible', 'reflective', 'and', 'poetic', 'beings', 'such', 'coincidences', 'however', 'frequently', 'they', 'may', 'recur', 'ever', 'fill', 'the', 'finer', 'organization', 'with', 'sensations', 'which', 'transcend', 'all', 'verbal', 'renderings']"
Pierre; or The Ambiguities,Herman Melville,"['They', 'take', 'hold', 'of', ""life's"", 'subtlest', 'problem']"
Pierre; or The Ambiguities,Herman Melville,"['With', 'the', ""lightning's"", 'flash', 'the', 'query', 'is', 'spontaneously', 'propounded', 'chance', 'or', 'God']"
Pierre; or The Ambiguities,Herman Melville,"['If', 'too', 'the', 'mind', 'thus', 'influenced', 'be', 'likewise', 'a', 'prey', 'to', 'any', 'settled', 'grief', 'then', 'on', 'all', 'sides', 'the', 'query', 'magnifies', 'and', 'at', 'last', 'takes', 'in', 'the', 'all', 'comprehending', 'round', 'of', 'things']"
Pierre; or The Ambiguities,Herman Melville,"['For', 'ever', 'is', 'it', 'seen', 'that', 'sincere', 'souls', 'in', 'suffering', 'then', 'most', 'ponder', 'upon', 'final', 'causes']"
Pierre; or The Ambiguities,Herman Melville,"['The', 'heart', 'stirred', 'to', 'its', 'depths', 'finds', 'correlative', 'sympathy', 'in', 'the', 'head', 'which', 'likewise', 'is', 'profoundly', 'moved']"
Pierre; or The Ambiguities,Herman Melville,"['Before', 'miserable', 'men', 'when', 'intellectual', 'all', 'the', 'ages', 'of', 'the', 'world', 'pass', 'as', 'in', 'a', 'manacled', 'procession', 'and', 'all', 'their', 'myriad', 'links', 'rattle', 'in', 'the', 'mournful', 'mystery']"
Pierre; or The Ambiguities,Herman Melville,"['Pacing', 'beneath', 'the', 'long', 'skirting', 'shadows', 'of', 'the', 'elevated', 'wood', 'waiting', 'for', 'the', 'appointed', 'hour', 'to', 'come', 'Pierre', 'strangely', 'strove', 'to', 'imagine', 'to', 'himself', 'the', 'scene', 'which', 'was', 'destined', 'to', 'ensue']"
Pierre; or The Ambiguities,Herman Melville,"['But', 'imagination', 'utterly', 'failed', 'him', 'here', 'the', 'reality', 'was', 'too', 'real', 'for', 'him', 'only', 'the', 'face', 'the', 'face', 'alone', 'now', 'visited', 'him', 'and', 'so', 'accustomed', 'had', 'he', 'been', 'of', 'late', 'to', 'confound', 'it', 'with', 'the', 'shapes', 'of', 'air', 'that', 'he', 'almost', 'trembled', 'when', 'he', 'thought', 'that', 'face', 'to', 'face', 'that', 'face', 'must', 'shortly', 'meet', 'his', 'own']"
Pierre; or The Ambiguities,Herman Melville,"['And', 'now', 'the', 'thicker', 'shadows', 'begin', 'to', 'fall', 'the', 'place', 'is', 'lost', 'to', 'him', 'only', 'the', 'three', 'dim', 'tall', 'lindens', 'pilot', 'him', 'as', 'he', 'descends', 'the', 'hill', 'hovering', 'upon', 'the', 'house']"
Pierre; or The Ambiguities,Herman Melville,"['He', 'knows', 'it', 'not', 'but', 'his', 'meditative', 'route', 'is', 'sinuous', 'as', 'if', 'that', 'moment', 'his', ""thought's"", 'stream', 'was', 'likewise', 'serpentining', 'laterally', 'obstructed', 'by', 'insinuated', 'misgivings', 'as', 'to', 'the', 'ultimate', 'utilitarian', 'advisability', 'of', 'the', 'enthusiast', 'resolution', 'that', 'was', 'his']"
Pierre; or The Ambiguities,Herman Melville,"['His', 'steps', 'decrease', 'in', 'quickness', 'as', 'he', 'comes', 'more', 'nigh', 'and', 'sees', 'one', 'feeble', 'light', 'struggling', 'in', 'the', 'rustic', 'double', 'casement']"
Pierre; or The Ambiguities,Herman Melville,"['Infallibly', 'he', 'knows', 'that', 'his', 'own', 'voluntary', 'steps', 'are', 'taking', 'him', 'forever', 'from', 'the', 'brilliant', 'chandeliers', 'of', 'the', 'mansion', 'of', 'Saddle', 'Meadows', 'to', 'join', 'company', 'with', 'the', 'wretched', 'rush', 'lights', 'of', 'poverty', 'and', 'woe']"
Pierre; or The Ambiguities,Herman Melville,"['But', 'his', 'sublime', 'intuitiveness', 'also', 'paints', 'to', 'him', 'the', 'sun', 'like', 'glories', 'of', 'god', 'like', 'truth', 'and', 'virtue', 'which', 'though', 'ever', 'obscured', 'by', 'the', 'dense', 'fogs', 'of', 'earth', 'still', 'shall', 'shine', 'eventually', 'in', 'unclouded', 'radiance', 'casting', 'illustrative', 'light', 'upon', 'the', 'sapphire', 'throne', 'of', 'God']"
Pierre; or The Ambiguities,Herman Melville,['II']
Pierre; or The Ambiguities,Herman Melville,"['He', 'stands', 'before', 'the', 'door', 'the', 'house', 'is', 'steeped', 'in', 'silence', 'he', 'knocks', 'the', 'casement', 'light', 'flickers', 'for', 'a', 'moment', 'and', 'then', 'moves', 'away', 'within', 'he', 'hears', 'a', 'door', 'creak', 'on', 'its', 'hinges', 'then', 'his', 'whole', 'heart', 'beats', 'wildly', 'as', 'the', 'outer', 'latch', 'is', 'lifted', 'and', 'holding', 'the', 'light', 'above', 'her', 'supernatural', 'head', 'Isabel', 'stands', 'before', 'him']"
Pierre; or The Ambiguities,Herman Melville,"['It', 'is', 'herself']"
Pierre; or The Ambiguities,Herman Melville,"['No', 'word', 'is', 'spoken', 'no', 'other', 'soul', 'is', 'seen']"
Pierre; or The Ambiguities,Herman Melville,"['They', 'enter', 'the', 'room', 'of', 'the', 'double', 'casement', 'and', 'Pierre', 'sits', 'down', 'overpowered', 'with', 'bodily', 'faintness', 'and', 'spiritual', 'awe']"
Pierre; or The Ambiguities,Herman Melville,"['He', 'lifts', 'his', 'eyes', 'to', ""Isabel's"", 'gaze', 'of', 'loveliness', 'and', 'loneliness', 'and', 'then', 'a', 'low', 'sweet', 'half', 'sobbing', 'voice', 'of', 'more', 'than', 'natural', 'musicalness', 'is', 'heard', 'And', 'so', 'thou', 'art', 'my', 'brother', 'shall', 'I', 'call', 'thee', 'Pierre', 'Steadfastly', 'with', 'his', 'one', 'first', 'and', 'last', 'fraternal', 'inquisition', 'of', 'the', 'person', 'of', 'the', 'mystic', 'girl', 'Pierre', 'now', 'for', 'an', 'instant', 'eyes', 'her', 'and', 'in', 'that', 'one', 'instant', 'sees', 'in', 'the', 'imploring', 'face', 'not', 'only', 'the', 'nameless', 'touchingness', 'of', 'that', 'of', 'the', 'sewing', 'girl', 'but', 'also', 'the', 'subtler', 'expression', 'of', 'the', 'portrait', 'of', 'his', 'then', 'youthful', 'father', 'strangely', 'translated', 'and', 'intermarryingly', 'blended', 'with', 'some', 'before', 'unknown', 'foreign', 'feminineness']"
Pierre; or The Ambiguities,Herman Melville,"['In', 'one', 'breath', 'Memory', 'and', 'Prophecy', 'and', 'Intuition', 'tell', 'him', 'Pierre', 'have', 'no', 'reserves', 'no', 'minutest', 'possible', 'doubt', 'this', 'being', 'is', 'thy', 'sister', 'thou', 'gazest', 'on', 'thy', ""father's"", 'flesh', 'And', 'so', 'thou', 'art', 'my', 'brother', 'shall', 'I', 'call', 'thee', 'Pierre', 'He', 'sprang', 'to', 'his', 'feet', 'and', 'caught', 'her', 'in', 'his', 'undoubting', 'arms']"
Pierre; or The Ambiguities,Herman Melville,"['Thou', 'art']"
Pierre; or The Ambiguities,Herman Melville,"['thou', 'art', 'He', 'felt', 'a', 'faint', 'struggling', 'within', 'his', 'clasp', 'her', 'head', 'drooped', 'against', 'him', 'his', 'whole', 'form', 'was', 'bathed', 'in', 'the', 'flowing', 'glossiness', 'of', 'her', 'long', 'and', 'unimprisoned', 'hair']"
Pierre; or The Ambiguities,Herman Melville,"['Brushing', 'the', 'locks', 'aside', 'he', 'now', 'gazed', 'upon', 'the', 'death', 'like', 'beauty', 'of', 'the', 'face', 'and', 'caught', 'immortal', 'sadness', 'from', 'it']"
Pierre; or The Ambiguities,Herman Melville,"['She', 'seemed', 'as', 'dead', 'as', 'suffocated', 'the', 'death', 'that', 'leaves', 'most', 'unimpaired', 'the', 'latent', 'tranquillities', 'and', 'sweetnesses', 'of', 'the', 'human', 'countenance']"
Pierre; or The Ambiguities,Herman Melville,"['He', 'would', 'have', 'called', 'aloud', 'for', 'succor', 'but', 'the', 'slow', 'eyes', 'opened', 'upon', 'him', 'and', 'slowly', 'he', 'felt', 'the', ""girl's"", 'supineness', 'leaving', 'her', 'and', 'now', 'she', 'recovers', 'herself', 'a', 'little', 'and', 'again', 'he', 'feels', 'her', 'faintly', 'struggling', 'in', 'his', 'arms', 'as', 'if', 'somehow', 'abashed', 'and', 'incredulous', 'of', 'mortal', 'right', 'to', 'hold', 'her', 'so']"
Pierre; or The Ambiguities,Herman Melville,"['Now', 'Pierre', 'repents', 'his', 'over', 'ardent', 'and', 'incautious', 'warmth', 'and', 'feels', 'himself', 'all', 'reverence', 'for', 'her']"
Pierre; or The Ambiguities,Herman Melville,"['Tenderly', 'he', 'leads', 'her', 'to', 'a', 'bench', 'within', 'the', 'double', 'casement', 'and', 'sits', 'beside', 'her', 'and', 'waits', 'in', 'silence', 'till', 'the', 'first', 'shock', 'of', 'this', 'encounter', 'shall', 'have', 'left', 'her', 'more', 'composed', 'and', 'more', 'prepared', 'to', 'hold', 'communion', 'with', 'him']"
Pierre; or The Ambiguities,Herman Melville,"['How', ""feel'st"", 'thou', 'now', 'my', 'sister', 'Bless', 'thee']"
Pierre; or The Ambiguities,Herman Melville,"['bless', 'thee', 'Again', 'the', 'sweet', 'wild', 'power', 'of', 'the', 'musicalness', 'of', 'the', 'voice', 'and', 'some', 'soft', 'strange', 'touch', 'of', 'foreignness', 'in', 'the', 'accent', 'so', 'it', 'fancifully', 'seemed', 'to', 'Pierre', 'thrills', 'through', 'and', 'through', 'his', 'soul']"
Pierre; or The Ambiguities,Herman Melville,"['He', 'bent', 'and', 'kissed', 'her', 'brow', 'and', 'then', 'feels', 'her', 'hand', 'seeking', 'his', 'and', 'then', 'clasping', 'it', 'without', 'one', 'uttered', 'word']"
Pierre; or The Ambiguities,Herman Melville,"['All', 'his', 'being', 'is', 'now', 'condensed', 'in', 'that', 'one', 'sensation', 'of', 'the', 'clasping', 'hand']"
Pierre; or The Ambiguities,Herman Melville,"['He', 'feels', 'it', 'as', 'very', 'small', 'and', 'smooth', 'but', 'strangely', 'hard']"
Pierre; or The Ambiguities,Herman Melville,"['Then', 'he', 'knew', 'that', 'by', 'the', 'lonely', 'labor', 'of', 'her', 'hands', 'his', 'own', ""father's"", 'daughter', 'had', 'earned', 'her', 'living', 'in', 'the', 'same', 'world', 'where', 'he', 'himself', 'her', 'own', 'brother', 'had', 'so', 'idly', 'dwelled']"
Redburn. His First Voyage,Herman Melville,"['And', 'now', 'a', 'dance', 'and', 'masquerade', 'of', 'figures', 'reeling', 'from', 'the', 'side', 'doors', 'among', 'the', 'knights', 'and', 'dames']"
